meaning_id,mean
1024,අනුකූල
1025,සංගීත භාණ්ඩයක්
1026,අනුකූල වන ලෙස
1027,අනුසාරයෙන්
1028,ඉක්බිති
1029,එපරිදි
1030,එම නිසා
1031,එසේ
1032,යථා පරිදි
1033,එකෝඩින් නම් සංගීත භාණ්ඩය
1034,ආචාර කරනවා
1035,නිමතනවා
1036,වරදට කැඳවනවා
1037,වෙත ගොස් අමතනවා
1038,ළඟට ගොස් අමතනවා
1039,දරුවන් වැදීම
1040,ප්‍රසූතිය
1041,අකුෂේ
1042,වින්නඹු
1043,අගය කිරීම
1044,අයවැය ලේඛනය
1045,කතාන්තරය
1046,ගණන
1047,ගණනය කරනවා
1048,ගණන් ගන්නවා
1049,ගණන් තබනවා
1050,ගණන් දෙනවා
1051,ගණන් පෙන්වනවා
1052,ගිණුම
1053,ගිණුම්
1054,ප්‍රවෘත්තිය
1055,වග
1056,වගඋත්තර කියනවා
1057,වටිනාකම
1058,ව්‍යාස
1059,වාර්තාව
1060,විස්තරය
1061,හේතුව
1062,ගිණුම්පොත
1063,ආදායකයාගේ ගිණුමට
1064,ලාබනීය ගිණුම
1065,ලභ්‍ය ගිණුම
1066,ගිණුම් කටයුතු භාවය
1067,ගිණුම් කිරීමේ වගකීම
1068,වගකිව යුතු බව
1069,වගකීම
1070,පරිමේය
1071,වග කියයුතු
1072,වගකිවයුතු
1073,විස්තර කළයුතු
1074,ගණක ශාස්ත්‍රය
1075,ගණකාධිකරණය
1076,ගණන් තැබීමේ වෘත්තිය
1077,ගණක
1078,ගණකාධිකාරි
1079,ගණකාධිකාරී
1080,ගිණුම්කරු
1081,පළඳවනවා
1082,සන්නද්ධ කරනවා
1083,පැළඳ
1084,සන්නද්ධව
1085,ආයිත්තම්
1086,ඇඳුම් කට්ටලය
1087,යුධායුධ කට්ටලය
1088,සන්නාහ
1089,පවරනවා
1090,පැවරෙනවා
1091,පැවරීම
1092,ප්‍රතීත
1093,පැවරුණු
1094,බලදායී
1095,වර්ධනය
1096,වැම
1097,වර්ධනය වන
1098,වර්ධමාන
1099,වැඩෙන
1100,එකට වැඩෙනවා
1101,වර්ධනය කරනවා
1102,අධිවර්ධනය
1103,අධිවර්ධය
1104,උපචයනය
1105,උපවයනය
1106,උපවතිය
1107,අත් වෙනවා
1108,අත්වෙනවා
1109,උපචය වෙනවා
1110,එකතු වෙනවා
1111,රැස් වෙනවා
1112,ලැබෙනවා
1113,කවිච්වයක ඇල වෙනවා
1114,ආසංස්කෘතිකරණය
1115,සංස්කෘතික සමායෝගය
1116,සංස්කෘතිකරණය
1117,සාංස්කෘතික සම්පර්කය
1118,උපස්ථ
1119,කවිච්වයක ඇල වූ
1120,සහහොත්
1121,එකතු කරනවා
1122,උපවත
1123,එකතුවූ
1124,රාසිභූත
1125,සංවත
1126,සමාවත
1127,සමුච්වත
1128,උපචය
1129,එකතුව
1130,ගොඩ
1131,රාශිභූත වීම
1132,රාශිය
1133,රැඳීම
1134,රැඳුම
1135,වැඩි වීම
1136,සංචයන
1137,සංචිතය
1138,සම්මුච්වත වීම
1139,සමාචයන
1140,සමාචයනය
1141,සමාචායනය
1142,සමූහය
1143,උපයන
1144,එකතු කරන
1145,එකතු වන
1146,රැස් කරන
1147,ඇකියුමියුලේටය
1148,ඇකියුමිලේටරය
1149,ඇකියුමුලේටරය
1150,පරිගණකයෙහි මතකය
1151,රාශිභූතය
1152,රැස් කරන්නා
1153,සංචායකය
1154,සමාචයකය
1155,සමාචායකය
1156,සමාවායකය
1157,ගණන් දිය හැකි
1158,තේරුම් කළ හැකි
1159,වගකිය යුතු
1160,ඉතා නිවැරදි බව
1161,නිරවද්‍යුතාව
1162,අඩු වැඩි නැති
1163,නිරවද්‍යු
1164,නිවැරදි
1165,සත්‍ය
1166,හරි
1167,නිරවද්‍යුව
1168,හරියකාරව
1169,හරියටම
1170,ශාප කරනවා
1171,හවනවා
1172,නින්දිත
1173,විනාශයට කැප වූ
1174,ශාප ලත්
1175,ඇකියුසාටියෝ
1176,විශේෂ චෝදනාව
1177,කර්ම විභක්තිය
1178,කර්මය
1179,චෝදනාත්මක
1180,චෝදනා පමුණුවන
1181,චෝදනා කරනවා
1182,දොස් පවරනවා
1183,දෝෂාරෝපණය කරනවා
1184,වරද තබනවා
1185,චුදිත
1186,චුදිතයා
1187,චූදිතයා
1188,චෝදතයා
1189,චෝදිතයා
1190,විත්තිකාරයා
1191,චෝදකයා
1192,පැමිණිලි කාරයා
1193,චෝදනා මුඛයෙන්
1194,ඇබ්බැහි කරනවා
1195,පරිසරයට හුරු වෙනවා
1196,පුරුදු කරනවා
1197,පුහුණු කරනවා
1198,ඇබ්බැහිවෙලා
1199,නිරන්තර
1200,පළපුරුදු ඇති
1201,පුරුදු
1202,සාමාන්‍ය
1203,හුරු පුරුදු
1204,අති දක්ෂ
1205,අතිදක්ෂ ගගනයාත්‍රිකයා
1206,අනුමාත්‍රය
1207,ආසියා කොළය
1208,ඉතා සුළු ප්‍රමාණය
1209,ඒකකය
1210,තිත
1211,ලක්ෂ්‍යෙයෙ
1212,සෛල රහිත
1213,අකපාලික
1214,හිස නැති
1215,හිස රහිත
1216,අකපාලික භාවය
1217,කෝපකරනවා
1218,කර්කශ
1219,කෝපය
1220,රළු බව
1221,දහයියා වැනි
1222,වී නණ්ඩු වැනි
1223,සුව්‍යාකාර
1224,අං නැති
1225,පොදිත්ත
1226,ආවාටය
1227,ඇසිටැබුලම
1228,ඇසිටැල්ඩිහයිඩ්
1229,ඇසිටැමයිඩ්
1230,ඇසිටැමයිනෝ
1231,ඇසිටැනිලයිඩම්
1232,ඇසිටාර්සෝල්
1233,ඇසිටික් අම්ලයේ ලවණය
1234,ඇසිටේට්
1235,ආම්ලික
1236,ඇසිටිකරණය
1237,ඇසිටි උපකරණය
1238,ඇසිටිමානය
1239,ඇසිටිමිතිය
1240,ඇසිටිවිච්ඡේදනය
1241,ඇසිටෝන්
1242,ද්‍රව වර්ගයක්
1243,ඇසිට්පෙනිටිඩින්
1244,ඇසිටිලාසාන්
1245,ඇසිටිල්කරණය
1246,ඇසිටිලින්
1247,ඇසිටිලීන්
1248,ඇසිටිලයිඩ්
1249,ඇසිටිල් කරනවා
1250,ඇදුම් කනවා
1251,ඇදුම් දෙනවා
1252,කකියනවා
1253,කඩුත්තුව
1254,කැක්කුම
1255,පුපුරුගහනවා
1256,රිදුම
1257,රිදෙනවා
1258,වේදනාව
1259,චර්මලය
1260,ද්විචර්මලය
1261,ඉටුකර ගන්නවා
1262,ඉෂ්ට කරගන්නවා
1263,කුළුගන්නවා
1264,මුදුන් පත් කර ගන්නවා
1265,මුදුන් පමුණුවනවා
1266,මුදුන්පත් කරගන්නවා
1267,ඉටු කර ගැනීම
1268,ක්‍රියාව
1269,කාර්ය සිද්ධිය
1270,ජය
1271,ජයග්‍රහණය
1272,මස්තකප්‍රාප්තිය
1273,සාධනය
1274,ඇදුම් දෙන
1275,කකියන
1276,රිදෙන
1277,අපරිපුෂ්ප
1278,ඒක්ලෝහයිඩ්‍රියාව
1279,ආකස්ථ්‍යඝටනය
1280,එකොන්ඩොප්ලේසියාව
1281,අවර්ණ
1282,අවර්ණක
1283,අවර්ණවත්
1284,නිර්වර්ණ
1285,ඇක්‍රොමටින්
1286,අවර්ණතාව
1287,වර්ණාන්ධතාව
1288,ඇක්‍රොමොබැක්ටීරියා
1289,කැක්කුමකින් පීඩා ලබන
1290,රිදුමකින් පීඩා ලබන
1291,සුවිය
1292,සුවිරූපි
1293,සූවරූපී
1294,අම්ල උදාසීන කාරකය
1295,අම්ල බවට හැරවීම
1296,ආම්ලීකරණය
1297,අම්ල බවට හරවනවා
1298,ආම්ල කරනවා
1299,ආම්ල කිරීම
1300,ආම්ලී කරනවා
1301,ඇඹුල් කරනවා
1302,ඇඹුල් වෙනවා
1303,අම්ලමිතිය
1304,අම්ල
1305,අම්ල පිත
1306,අම්ල බව
1307,ආම්ලිකතාව
1308,ඇඹුල්ගතිය
1309,ඇඹුල්බව
1310,පිත් ගතිය
1311,අම්ලතාමානය
1312,අම්ලමානය
1313,ආම්ලපෝෂක
1314,හිදිඅක්
1315,අල්පාම්ල කරනවා
1316,ආම්ලික බවට පත් කරනවා
1317,අල්පාම්ලිත
1318,අල්පාම්ලනය
1319,අම්ලනය කිරීම
1320,අම්ලනය
1321,වානේ බවට හරවනවා
1322,දාරය
1323,වී නණ්ඩු ආකාර
1324,සුවිරූපී
1325,ගගනයානා නාශක
1326,ගගනයානානාශක
1327,හඳුනා ගන්නවා
1328,ඒත්තු ගන්නවා
1329,කෘතඥතාව ප්‍රකාශ කරනවා
